season,league_id,league_name,fixture_id,date_utc,round,home_id,home_name,away_id,away_name,goals_home,goals_away,team_name_x,position_home,points_home,team_name_y,position_away,points_away,points_diff,position_diff
2021,128,Liga Profesional Argentina,674020,2021-02-12T22:15:00+00:00,1st Phase - 1,449,Banfield,436,Racing Club,2,0,Banfield,20,27,Racing Club,15,32,-5,-5
2021,128,Liga Profesional Argentina,674028,2021-02-13T00:30:00+00:00,1st Phase - 1,441,Union Santa Fe,455,Atletico Tucuman,2,2,Union Santa Fe,12,34,Atletico Tucuman,25,22,12,13
2021,128,Liga Profesional Argentina,674022,2021-02-13T00:30:00+00:00,1st Phase - 1,1065,Central Cordoba de Santiago,448,Colon Santa Fe,0,3,Central Cordoba de Santiago,22,26,Colon Santa Fe,7,39,-13,-15
2021,128,Liga Profesional Argentina,674025,2021-02-13T20:10:00+00:00,1st Phase - 1,456,Talleres Cordoba,444,Patronato,1,0,Talleres Cordoba,3,46,Patronato,23,25,21,20
2021,128,Liga Profesional Argentina,674019,2021-02-13T20:10:00+00:00,1st Phase - 1,463,Aldosivi,439,Godoy Cruz,1,2,Aldosivi,13,33,Godoy Cruz,17,31,2,4
2021,128,Liga Profesional Argentina,674023,2021-02-13T22:20:00+00:00,1st Phase - 1,438,Velez Sarsfield,457,Newells Old Boys,1,0,Velez Sarsfield,5,39,Newells Old Boys,19,28,11,14
2021,128,Liga Profesional Argentina,674021,2021-02-14T00:30:00+00:00,1st Phase - 1,460,San Lorenzo,459,Arsenal Sarandi,2,1,San Lorenzo,21,27,Arsenal Sarandi,26,21,6,5
2021,128,Liga Profesional Argentina,674027,2021-02-14T20:10:00+00:00,1st Phase - 1,442,Defensa Y Justicia,445,Huracan,3,2,Defensa Y Justicia,2,47,Huracan,8,38,9,6
2021,128,Liga Profesional Argentina,674024,2021-02-14T22:20:00+00:00,1st Phase - 1,451,Boca Juniors,434,Gimnasia L.P.,2,2,Boca Juniors,4,41,Gimnasia L.P.,11,36,5,7
2021,128,Liga Profesional Argentina,674018,2021-02-15T00:30:00+00:00,1st Phase - 1,450,Estudiantes L.P.,435,River Plate,2,1,Estudiantes L.P.,6,39,River Plate,1,54,-15,-5
2021,128,Liga Profesional Argentina,676619,2021-02-15T22:15:00+00:00,1st Phase - 1,437,Rosario Central,458,Argentinos JRS,2,1,Rosario Central,16,32,Argentinos JRS,14,32,0,-2
2021,128,Liga Profesional Argentina,674026,2021-02-16T00:30:00+00:00,1st Phase - 1,453,Independiente,446,Lanus,0,1,Independiente,9,38,Lanus,10,37,1,1
2021,128,Liga Profesional Argentina,674038,2021-02-19T22:15:00+00:00,1st Phase - 2,434,Gimnasia L.P.,456,Talleres Cordoba,3,0,Gimnasia L.P.,11,36,Talleres Cordoba,3,46,-10,-8
2021,128,Liga Profesional Argentina,674031,2021-02-20T00:30:00+00:00,1st Phase - 2,459,Arsenal Sarandi,449,Banfield,0,2,Arsenal Sarandi,26,21,Banfield,20,27,-6,-6
2021,128,Liga Profesional Argentina,674033,2021-02-20T20:10:00+00:00,1st Phase - 2,439,Godoy Cruz,450,Estudiantes L.P.,0,2,Godoy Cruz,17,31,Estudiantes L.P.,6,39,-8,-11
2021,128,Liga Profesional Argentina,674036,2021-02-20T20:10:00+00:00,1st Phase - 2,446,Lanus,442,Defensa Y Justicia,2,1,Lanus,10,37,Defensa Y Justicia,2,47,-10,-8
2021,128,Liga Profesional Argentina,674032,2021-02-20T22:20:00+00:00,1st Phase - 2,436,Racing Club,463,Aldosivi,2,2,Racing Club,15,32,Aldosivi,13,33,-1,-2
2021,128,Liga Profesional Argentina,676620,2021-02-21T00:30:00+00:00,1st Phase - 2,435,River Plate,437,Rosario Central,3,0,River Plate,1,54,Rosario Central,16,32,22,15
2021,128,Liga Profesional Argentina,674034,2021-02-21T20:10:00+00:00,1st Phase - 2,458,Argentinos JRS,1064,Platense,0,1,Argentinos JRS,14,32,Platense,18,31,1,4
2021,128,Liga Profesional Argentina,674040,2021-02-21T20:10:00+00:00,1st Phase - 2,474,Sarmiento Junin,438,Velez Sarsfield,1,2,Sarmiento Junin,24,24,Velez Sarsfield,5,39,-15,-19
2021,128,Liga Profesional Argentina,674037,2021-02-21T22:20:00+00:00,1st Phase - 2,444,Patronato,453,Independiente,0,1,Patronato,23,25,Independiente,9,38,-13,-14
2021,128,Liga Profesional Argentina,674039,2021-02-22T00:30:00+00:00,1st Phase - 2,457,Newells Old Boys,451,Boca Juniors,0,1,Newells Old Boys,19,28,Boca Juniors,4,41,-13,-15
2021,128,Liga Profesional Argentina,674035,2021-02-22T22:15:00+00:00,1st Phase - 2,445,Huracan,441,Union Santa Fe,1,1,Huracan,8,38,Union Santa Fe,12,34,4,4
2021,128,Liga Profesional Argentina,674041,2021-02-22T22:15:00+00:00,1st Phase - 2,455,Atletico Tucuman,1065,Central Cordoba de Santiago,1,2,Atletico Tucuman,25,22,Central Cordoba de Santiago,22,26,-4,-3
2021,128,Liga Profesional Argentina,674030,2021-02-23T00:30:00+00:00,1st Phase - 2,448,Colon Santa Fe,460,San Lorenzo,2,0,Colon Santa Fe,7,39,San Lorenzo,21,27,12,14
2021,128,Liga Profesional Argentina,674050,2021-02-26T22:15:00+00:00,1st Phase - 3,442,Defensa Y Justicia,444,Patronato,1,0,Defensa Y Justicia,2,47,Patronato,23,25,22,21
2021,128,Liga Profesional Argentina,674044,2021-02-26T22:15:00+00:00,1st Phase - 3,463,Aldosivi,459,Arsenal Sarandi,3,0,Aldosivi,13,33,Arsenal Sarandi,26,21,12,13
2021,128,Liga Profesional Argentina,674053,2021-02-27T00:30:00+00:00,1st Phase - 3,458,Argentinos JRS,438,Velez Sarsfield,0,2,Argentinos JRS,14,32,Velez Sarsfield,5,39,-7,-9
2021,128,Liga Profesional Argentina,674045,2021-02-27T20:10:00+00:00,1st Phase - 3,449,Banfield,448,Colon Santa Fe,0,3,Banfield,20,27,Colon Santa Fe,7,39,-12,-13
2021,128,Liga Profesional Argentina,674048,2021-02-27T20:10:00+00:00,1st Phase - 3,456,Talleres Cordoba,457,Newells Old Boys,2,2,Talleres Cordoba,3,46,Newells Old Boys,19,28,18,16
2021,128,Liga Profesional Argentina,674049,2021-02-27T22:20:00+00:00,1st Phase - 3,453,Independiente,434,Gimnasia L.P.,1,0,Independiente,9,38,Gimnasia L.P.,11,36,2,2
2021,128,Liga Profesional Argentina,674046,2021-02-28T00:30:00+00:00,1st Phase - 3,460,San Lorenzo,1065,Central Cordoba de Santiago,0,4,San Lorenzo,21,27,Central Cordoba de Santiago,22,26,1,1
2021,128,Liga Profesional Argentina,674042,2021-02-28T20:10:00+00:00,1st Phase - 3,1064,Platense,435,River Plate,0,1,Platense,18,31,River Plate,1,54,-23,-17
2021,128,Liga Profesional Argentina,674043,2021-02-28T22:20:00+00:00,1st Phase - 3,450,Estudiantes L.P.,436,Racing Club,0,0,Estudiantes L.P.,6,39,Racing Club,15,32,7,9
2021,128,Liga Profesional Argentina,674047,2021-03-01T00:30:00+00:00,1st Phase - 3,451,Boca Juniors,474,Sarmiento Junin,1,1,Boca Juniors,4,41,Sarmiento Junin,24,24,17,20
2021,128,Liga Profesional Argentina,674051,2021-03-01T22:15:00+00:00,1st Phase - 3,441,Union Santa Fe,446,Lanus,3,2,Union Santa Fe,12,34,Lanus,10,37,-3,-2
2021,128,Liga Profesional Argentina,676621,2021-03-02T00:30:00+00:00,1st Phase - 3,437,Rosario Central,439,Godoy Cruz,2,2,Rosario Central,16,32,Godoy Cruz,17,31,1,1
2021,128,Liga Profesional Argentina,674062,2021-03-05T22:15:00+00:00,1st Phase - 4,457,Newells Old Boys,453,Independiente,1,2,Newells Old Boys,19,28,Independiente,9,38,-10,-10
2021,128,Liga Profesional Argentina,674054,2021-03-06T00:30:00+00:00,1st Phase - 4,1065,Central Cordoba de Santiago,449,Banfield,1,1,Central Cordoba de Santiago,22,26,Banfield,20,27,-1,-2
2021,128,Liga Profesional Argentina,674057,2021-03-06T20:10:00+00:00,1st Phase - 4,439,Godoy Cruz,1064,Platense,3,1,Godoy Cruz,17,31,Platense,18,31,0,1
2021,128,Liga Profesional Argentina,674063,2021-03-06T20:10:00+00:00,1st Phase - 4,474,Sarmiento Junin,456,Talleres Cordoba,1,1,Sarmiento Junin,24,24,Talleres Cordoba,3,46,-22,-21
2021,128,Liga Profesional Argentina,674059,2021-03-06T22:20:00+00:00,1st Phase - 4,446,Lanus,455,Atletico Tucuman,2,1,Lanus,10,37,Atletico Tucuman,25,22,15,15
2021,128,Liga Profesional Argentina,674055,2021-03-06T22:20:00+00:00,1st Phase - 4,448,Colon Santa Fe,463,Aldosivi,2,1,Colon Santa Fe,7,39,Aldosivi,13,33,6,6
2021,128,Liga Profesional Argentina,674065,2021-03-07T00:30:00+00:00,1st Phase - 4,460,San Lorenzo,445,Huracan,1,1,San Lorenzo,21,27,Huracan,8,38,-11,-13
2021,128,Liga Profesional Argentina,674056,2021-03-07T20:10:00+00:00,1st Phase - 4,459,Arsenal Sarandi,450,Estudiantes L.P.,0,5,Arsenal Sarandi,26,21,Estudiantes L.P.,6,39,-18,-20
2021,128,Liga Profesional Argentina,674061,2021-03-07T22:20:00+00:00,1st Phase - 4,434,Gimnasia L.P.,442,Defensa Y Justicia,1,1,Gimnasia L.P.,11,36,Defensa Y Justicia,2,47,-11,-9
2021,128,Liga Profesional Argentina,674060,2021-03-07T22:20:00+00:00,1st Phase - 4,444,Patronato,441,Union Santa Fe,0,1,Patronato,23,25,Union Santa Fe,12,34,-9,-11
2021,128,Liga Profesional Argentina,674064,2021-03-08T00:30:00+00:00,1st Phase - 4,438,Velez Sarsfield,451,Boca Juniors,1,7,Velez Sarsfield,5,39,Boca Juniors,4,41,-2,-1
2021,128,Liga Profesional Argentina,676622,2021-03-08T22:15:00+00:00,1st Phase - 4,436,Racing Club,437,Rosario Central,1,0,Racing Club,15,32,Rosario Central,16,32,0,1
2021,128,Liga Profesional Argentina,674058,2021-03-09T00:30:00+00:00,1st Phase - 4,435,River Plate,458,Argentinos JRS,0,1,River Plate,1,54,Argentinos JRS,14,32,22,13
2021,128,Liga Profesional Argentina,674029,2021-03-10T20:10:00+00:00,1st Phase - 1,1064,Platense,474,Sarmiento Junin,1,1,Platense,18,31,Sarmiento Junin,24,24,7,6
2021,128,Liga Profesional Argentina,674069,2021-03-12T22:15:00+00:00,1st Phase - 5,463,Aldosivi,1065,Central Cordoba de Santiago,1,2,Aldosivi,13,33,Central Cordoba de Santiago,22,26,7,9
2021,128,Liga Profesional Argentina,674074,2021-03-13T00:30:00+00:00,1st Phase - 5,441,Union Santa Fe,434,Gimnasia L.P.,1,1,Union Santa Fe,12,34,Gimnasia L.P.,11,36,-2,-1
2021,128,Liga Profesional Argentina,674076,2021-03-13T00:30:00+00:00,1st Phase - 5,445,Huracan,446,Lanus,0,0,Huracan,8,38,Lanus,10,37,1,2
2021,128,Liga Profesional Argentina,674071,2021-03-13T20:10:00+00:00,1st Phase - 5,456,Talleres Cordoba,438,Velez Sarsfield,0,1,Talleres Cordoba,3,46,Velez Sarsfield,5,39,7,2
2021,128,Liga Profesional Argentina,674067,2021-03-13T20:10:00+00:00,1st Phase - 5,1064,Platense,436,Racing Club,0,2,Platense,18,31,Racing Club,15,32,-1,-3
2021,128,Liga Profesional Argentina,674073,2021-03-13T22:20:00+00:00,1st Phase - 5,442,Defensa Y Justicia,457,Newells Old Boys,4,0,Defensa Y Justicia,2,47,Newells Old Boys,19,28,19,17
2021,128,Liga Profesional Argentina,674066,2021-03-13T22:20:00+00:00,1st Phase - 5,458,Argentinos JRS,439,Godoy Cruz,2,0,Argentinos JRS,14,32,Godoy Cruz,17,31,1,3
2021,128,Liga Profesional Argentina,674068,2021-03-14T00:30:00+00:00,1st Phase - 5,450,Estudiantes L.P.,448,Colon Santa Fe,0,2,Estudiantes L.P.,6,39,Colon Santa Fe,7,39,0,1
2021,128,Liga Profesional Argentina,674077,2021-03-14T21:00:00+00:00,1st Phase - 5,451,Boca Juniors,435,River Plate,1,1,Boca Juniors,4,41,River Plate,1,54,-13,-3
2021,128,Liga Profesional Argentina,674070,2021-03-15T00:30:00+00:00,1st Phase - 5,449,Banfield,460,San Lorenzo,0,0,Banfield,20,27,San Lorenzo,21,27,0,1
2021,128,Liga Profesional Argentina,676623,2021-03-15T22:15:00+00:00,1st Phase - 5,437,Rosario Central,459,Arsenal Sarandi,2,1,Rosario Central,16,32,Arsenal Sarandi,26,21,11,10
2021,128,Liga Profesional Argentina,674075,2021-03-15T22:15:00+00:00,1st Phase - 5,455,Atletico Tucuman,444,Patronato,4,2,Atletico Tucuman,25,22,Patronato,23,25,-3,-2
2021,128,Liga Profesional Argentina,674072,2021-03-16T00:30:00+00:00,1st Phase - 5,453,Independiente,474,Sarmiento Junin,6,0,Independiente,9,38,Sarmiento Junin,24,24,14,15
2021,128,Liga Profesional Argentina,674085,2021-03-19T22:00:00+00:00,1st Phase - 6,457,Newells Old Boys,441,Union Santa Fe,0,0,Newells Old Boys,19,28,Union Santa Fe,12,34,-6,-7
2021,128,Liga Profesional Argentina,674079,2021-03-20T00:15:00+00:00,1st Phase - 6,1065,Central Cordoba de Santiago,450,Estudiantes L.P.,1,1,Central Cordoba de Santiago,22,26,Estudiantes L.P.,6,39,-13,-16
2021,128,Liga Profesional Argentina,674084,2021-03-20T17:00:00+00:00,1st Phase - 6,434,Gimnasia L.P.,455,Atletico Tucuman,2,0,Gimnasia L.P.,11,36,Atletico Tucuman,25,22,14,14
2021,128,Liga Profesional Argentina,674083,2021-03-20T17:00:00+00:00,1st Phase - 6,444,Patronato,445,Huracan,0,1,Patronato,23,25,Huracan,8,38,-13,-15
2021,128,Liga Profesional Argentina,674089,2021-03-20T19:15:00+00:00,1st Phase - 6,449,Banfield,446,Lanus,2,0,Banfield,20,27,Lanus,10,37,-10,-10
2021,128,Liga Profesional Argentina,674087,2021-03-20T21:30:00+00:00,1st Phase - 6,438,Velez Sarsfield,453,Independiente,1,0,Velez Sarsfield,5,39,Independiente,9,38,1,4
2021,128,Liga Profesional Argentina,674082,2021-03-21T00:00:00+00:00,1st Phase - 6,439,Godoy Cruz,435,River Plate,1,6,Godoy Cruz,17,31,River Plate,1,54,-23,-16
2021,128,Liga Profesional Argentina,674086,2021-03-21T17:00:00+00:00,1st Phase - 6,474,Sarmiento Junin,442,Defensa Y Justicia,3,1,Sarmiento Junin,24,24,Defensa Y Justicia,2,47,-23,-22
2021,128,Liga Profesional Argentina,676624,2021-03-21T19:15:00+00:00,1st Phase - 6,448,Colon Santa Fe,437,Rosario Central,0,0,Colon Santa Fe,7,39,Rosario Central,16,32,7,9
2021,128,Liga Profesional Argentina,674078,2021-03-21T21:30:00+00:00,1st Phase - 6,460,San Lorenzo,463,Aldosivi,1,2,San Lorenzo,21,27,Aldosivi,13,33,-6,-8
2021,128,Liga Profesional Argentina,674088,2021-03-22T00:00:00+00:00,1st Phase - 6,451,Boca Juniors,456,Talleres Cordoba,1,2,Boca Juniors,4,41,Talleres Cordoba,3,46,-5,-1
2021,128,Liga Profesional Argentina,674080,2021-03-22T22:00:00+00:00,1st Phase - 6,459,Arsenal Sarandi,1064,Platense,0,0,Arsenal Sarandi,26,21,Platense,18,31,-10,-8
2021,128,Liga Profesional Argentina,674081,2021-03-23T00:15:00+00:00,1st Phase - 6,436,Racing Club,458,Argentinos JRS,1,0,Racing Club,15,32,Argentinos JRS,14,32,0,-1
2021,128,Liga Profesional Argentina,674052,2021-03-24T22:15:00+00:00,1st Phase - 3,455,Atletico Tucuman,445,Huracan,1,1,Atletico Tucuman,25,22,Huracan,8,38,-16,-17
2021,128,Liga Profesional Argentina,674100,2021-03-26T22:00:00+00:00,1st Phase - 7,446,Lanus,444,Patronato,4,2,Lanus,10,37,Patronato,23,25,12,13
2021,128,Liga Profesional Argentina,674097,2021-03-27T00:15:00+00:00,1st Phase - 7,441,Union Santa Fe,474,Sarmiento Junin,0,0,Union Santa Fe,12,34,Sarmiento Junin,24,24,10,12
2021,128,Liga Profesional Argentina,674092,2021-03-27T17:00:00+00:00,1st Phase - 7,1064,Platense,448,Colon Santa Fe,1,3,Platense,18,31,Colon Santa Fe,7,39,-8,-11
2021,128,Liga Profesional Argentina,674094,2021-03-27T19:15:00+00:00,1st Phase - 7,463,Aldosivi,449,Banfield,1,1,Aldosivi,13,33,Banfield,20,27,6,7
2021,128,Liga Profesional Argentina,674091,2021-03-27T21:30:00+00:00,1st Phase - 7,458,Argentinos JRS,459,Arsenal Sarandi,3,2,Argentinos JRS,14,32,Arsenal Sarandi,26,21,11,12
2021,128,Liga Profesional Argentina,676625,2021-03-27T23:00:00+00:00,1st Phase - 7,437,Rosario Central,1065,Central Cordoba de Santiago,2,2,Rosario Central,16,32,Central Cordoba de Santiago,22,26,6,6
2021,128,Liga Profesional Argentina,674101,2021-03-28T17:00:00+00:00,1st Phase - 7,456,Talleres Cordoba,439,Godoy Cruz,1,1,Talleres Cordoba,3,46,Godoy Cruz,17,31,15,14
2021,128,Liga Profesional Argentina,674096,2021-03-28T19:15:00+00:00,1st Phase - 7,442,Defensa Y Justicia,438,Velez Sarsfield,1,1,Defensa Y Justicia,2,47,Velez Sarsfield,5,39,8,3
2021,128,Liga Profesional Argentina,674090,2021-03-28T21:30:00+00:00,1st Phase - 7,435,River Plate,436,Racing Club,0,0,River Plate,1,54,Racing Club,15,32,22,14
2021,128,Liga Profesional Argentina,674095,2021-03-29T00:00:00+00:00,1st Phase - 7,453,Independiente,451,Boca Juniors,1,1,Independiente,9,38,Boca Juniors,4,41,-3,-5
2021,128,Liga Profesional Argentina,674099,2021-03-30T00:15:00+00:00,1st Phase - 7,445,Huracan,434,Gimnasia L.P.,1,1,Huracan,8,38,Gimnasia L.P.,11,36,2,3
2021,128,Liga Profesional Argentina,674098,2021-03-30T00:15:00+00:00,1st Phase - 7,455,Atletico Tucuman,457,Newells Old Boys,2,2,Atletico Tucuman,25,22,Newells Old Boys,19,28,-6,-6
2021,128,Liga Profesional Argentina,674093,2021-03-30T22:00:00+00:00,1st Phase - 7,450,Estudiantes L.P.,460,San Lorenzo,0,2,Estudiantes L.P.,6,39,San Lorenzo,21,27,12,15
2021,128,Liga Profesional Argentina,674113,2021-04-02T20:00:00+00:00,1st Phase - 8,444,Patronato,463,Aldosivi,2,0,Patronato,23,25,Aldosivi,13,33,-8,-10
2021,128,Liga Profesional Argentina,676626,2021-04-02T22:15:00+00:00,1st Phase - 8,460,San Lorenzo,437,Rosario Central,2,0,San Lorenzo,21,27,Rosario Central,16,32,-5,-5
2021,128,Liga Profesional Argentina,674103,2021-04-03T00:15:00+00:00,1st Phase - 8,1065,Central Cordoba de Santiago,1064,Platense,0,1,Central Cordoba de Santiago,22,26,Platense,18,31,-5,-4
2021,128,Liga Profesional Argentina,674112,2021-04-03T17:00:00+00:00,1st Phase - 8,456,Talleres Cordoba,453,Independiente,3,1,Talleres Cordoba,3,46,Independiente,9,38,8,6
2021,128,Liga Profesional Argentina,674107,2021-04-03T19:15:00+00:00,1st Phase - 8,434,Gimnasia L.P.,446,Lanus,2,4,Gimnasia L.P.,11,36,Lanus,10,37,-1,-1
2021,128,Liga Profesional Argentina,674109,2021-04-03T19:15:00+00:00,1st Phase - 8,474,Sarmiento Junin,455,Atletico Tucuman,1,2,Sarmiento Junin,24,24,Atletico Tucuman,25,22,2,1
2021,128,Liga Profesional Argentina,674111,2021-04-03T21:30:00+00:00,1st Phase - 8,451,Boca Juniors,442,Defensa Y Justicia,2,1,Boca Juniors,4,41,Defensa Y Justicia,2,47,-6,-2
2021,128,Liga Profesional Argentina,674105,2021-04-04T00:00:00+00:00,1st Phase - 8,459,Arsenal Sarandi,435,River Plate,0,0,Arsenal Sarandi,26,21,River Plate,1,54,-33,-25
2021,128,Liga Profesional Argentina,674108,2021-04-04T17:00:00+00:00,1st Phase - 8,457,Newells Old Boys,445,Huracan,2,2,Newells Old Boys,19,28,Huracan,8,38,-10,-11
2021,128,Liga Profesional Argentina,674104,2021-04-04T19:15:00+00:00,1st Phase - 8,448,Colon Santa Fe,458,Argentinos JRS,0,0,Colon Santa Fe,7,39,Argentinos JRS,14,32,7,7
2021,128,Liga Profesional Argentina,674110,2021-04-04T21:30:00+00:00,1st Phase - 8,438,Velez Sarsfield,441,Union Santa Fe,4,1,Velez Sarsfield,5,39,Union Santa Fe,12,34,5,7
2021,128,Liga Profesional Argentina,674106,2021-04-05T00:00:00+00:00,1st Phase - 8,436,Racing Club,439,Godoy Cruz,2,4,Racing Club,15,32,Godoy Cruz,17,31,1,2
2021,128,Liga Profesional Argentina,674102,2021-04-06T00:15:00+00:00,1st Phase - 8,449,Banfield,450,Estudiantes L.P.,2,2,Banfield,20,27,Estudiantes L.P.,6,39,-12,-14
2021,128,Liga Profesional Argentina,674117,2021-04-10T00:00:00+00:00,1st Phase - 9,1064,Platense,460,San Lorenzo,2,4,Platense,18,31,San Lorenzo,21,27,4,3
2021,128,Liga Profesional Argentina,674118,2021-04-10T19:15:00+00:00,1st Phase - 9,450,Estudiantes L.P.,463,Aldosivi,1,0,Estudiantes L.P.,6,39,Aldosivi,13,33,6,7
2021,128,Liga Profesional Argentina,674119,2021-04-10T21:30:00+00:00,1st Phase - 9,442,Defensa Y Justicia,456,Talleres Cordoba,2,2,Defensa Y Justicia,2,47,Talleres Cordoba,3,46,1,1
2021,128,Liga Profesional Argentina,674125,2021-04-11T00:00:00+00:00,1st Phase - 9,436,Racing Club,453,Independiente,1,0,Racing Club,15,32,Independiente,9,38,-6,-6
2021,128,Liga Profesional Argentina,674114,2021-04-11T14:00:00+00:00,1st Phase - 9,439,Godoy Cruz,459,Arsenal Sarandi,2,3,Godoy Cruz,17,31,Arsenal Sarandi,26,21,10,9
2021,128,Liga Profesional Argentina,674124,2021-04-11T17:00:00+00:00,1st Phase - 9,444,Patronato,434,Gimnasia L.P.,4,1,Patronato,23,25,Gimnasia L.P.,11,36,-11,-12
2021,128,Liga Profesional Argentina,674116,2021-04-11T17:00:00+00:00,1st Phase - 9,458,Argentinos JRS,1065,Central Cordoba de Santiago,0,0,Argentinos JRS,14,32,Central Cordoba de Santiago,22,26,6,8
2021,128,Liga Profesional Argentina,676627,2021-04-11T19:15:00+00:00,1st Phase - 9,437,Rosario Central,449,Banfield,3,1,Rosario Central,16,32,Banfield,20,27,5,4
2021,128,Liga Profesional Argentina,674120,2021-04-11T21:30:00+00:00,1st Phase - 9,441,Union Santa Fe,451,Boca Juniors,1,0,Union Santa Fe,12,34,Boca Juniors,4,41,-7,-8
2021,128,Liga Profesional Argentina,674115,2021-04-12T00:00:00+00:00,1st Phase - 9,435,River Plate,448,Colon Santa Fe,3,2,River Plate,1,54,Colon Santa Fe,7,39,15,6
2021,128,Liga Profesional Argentina,674121,2021-04-13T00:15:00+00:00,1st Phase - 9,455,Atletico Tucuman,438,Velez Sarsfield,2,0,Atletico Tucuman,25,22,Velez Sarsfield,5,39,-17,-20
2021,128,Liga Profesional Argentina,674122,2021-04-13T22:00:00+00:00,1st Phase - 9,445,Huracan,474,Sarmiento Junin,3,0,Huracan,8,38,Sarmiento Junin,24,24,14,16
2021,128,Liga Profesional Argentina,674123,2021-04-13T22:00:00+00:00,1st Phase - 9,446,Lanus,457,Newells Old Boys,1,3,Lanus,10,37,Newells Old Boys,19,28,9,9
2021,128,Liga Profesional Argentina,674135,2021-04-16T18:00:00+00:00,1st Phase - 10,456,Talleres Cordoba,441,Union Santa Fe,3,0,Talleres Cordoba,3,46,Union Santa Fe,12,34,12,9
2021,128,Liga Profesional Argentina,676628,2021-04-16T20:15:00+00:00,1st Phase - 10,463,Aldosivi,437,Rosario Central,0,1,Aldosivi,13,33,Rosario Central,16,32,1,3
2021,128,Liga Profesional Argentina,674133,2021-04-16T21:00:00+00:00,1st Phase - 10,438,Velez Sarsfield,445,Huracan,2,0,Velez Sarsfield,5,39,Huracan,8,38,1,3
2021,128,Liga Profesional Argentina,674128,2021-04-17T00:30:00+00:00,1st Phase - 10,1065,Central Cordoba de Santiago,435,River Plate,0,5,Central Cordoba de Santiago,22,26,River Plate,1,54,-28,-21
2021,128,Liga Profesional Argentina,674132,2021-04-17T16:30:00+00:00,1st Phase - 10,474,Sarmiento Junin,446,Lanus,1,0,Sarmiento Junin,24,24,Lanus,10,37,-13,-14
2021,128,Liga Profesional Argentina,674127,2021-04-17T18:45:00+00:00,1st Phase - 10,460,San Lorenzo,458,Argentinos JRS,1,1,San Lorenzo,21,27,Argentinos JRS,14,32,-5,-7
2021,128,Liga Profesional Argentina,674134,2021-04-17T21:00:00+00:00,1st Phase - 10,451,Boca Juniors,455,Atletico Tucuman,3,1,Boca Juniors,4,41,Atletico Tucuman,25,22,19,21
2021,128,Liga Profesional Argentina,674131,2021-04-17T23:15:00+00:00,1st Phase - 10,457,Newells Old Boys,444,Patronato,2,0,Newells Old Boys,19,28,Patronato,23,25,3,4
2021,128,Liga Profesional Argentina,674130,2021-04-18T16:30:00+00:00,1st Phase - 10,459,Arsenal Sarandi,436,Racing Club,2,1,Arsenal Sarandi,26,21,Racing Club,15,32,-11,-11
2021,128,Liga Profesional Argentina,674137,2021-04-18T18:45:00+00:00,1st Phase - 10,450,Estudiantes L.P.,434,Gimnasia L.P.,0,0,Estudiantes L.P.,6,39,Gimnasia L.P.,11,36,3,5
2021,128,Liga Profesional Argentina,674136,2021-04-18T21:00:00+00:00,1st Phase - 10,453,Independiente,442,Defensa Y Justicia,1,0,Independiente,9,38,Defensa Y Justicia,2,47,-9,-7
2021,128,Liga Profesional Argentina,674129,2021-04-19T00:00:00+00:00,1st Phase - 10,448,Colon Santa Fe,439,Godoy Cruz,2,2,Colon Santa Fe,7,39,Godoy Cruz,17,31,8,10
2021,128,Liga Profesional Argentina,674126,2021-04-19T21:00:00+00:00,1st Phase - 10,449,Banfield,1064,Platense,0,1,Banfield,20,27,Platense,18,31,-4,-2
2021,128,Liga Profesional Argentina,674139,2021-04-24T00:15:00+00:00,1st Phase - 11,439,Godoy Cruz,1065,Central Cordoba de Santiago,1,0,Godoy Cruz,17,31,Central Cordoba de Santiago,22,26,5,5
2021,128,Liga Profesional Argentina,674147,2021-04-24T16:30:00+00:00,1st Phase - 11,444,Patronato,474,Sarmiento Junin,1,0,Patronato,23,25,Sarmiento Junin,24,24,1,1
2021,128,Liga Profesional Argentina,674141,2021-04-24T18:45:00+00:00,1st Phase - 11,458,Argentinos JRS,449,Banfield,1,1,Argentinos JRS,14,32,Banfield,20,27,5,6
2021,128,Liga Profesional Argentina,674145,2021-04-24T21:00:00+00:00,1st Phase - 11,445,Huracan,451,Boca Juniors,0,2,Huracan,8,38,Boca Juniors,4,41,-3,-4
2021,128,Liga Profesional Argentina,674143,2021-04-25T00:00:00+00:00,1st Phase - 11,441,Union Santa Fe,453,Independiente,0,0,Union Santa Fe,12,34,Independiente,9,38,-4,-3
2021,128,Liga Profesional Argentina,674146,2021-04-25T14:00:00+00:00,1st Phase - 11,446,Lanus,438,Velez Sarsfield,1,2,Lanus,10,37,Velez Sarsfield,5,39,-2,-5
2021,128,Liga Profesional Argentina,674149,2021-04-25T16:30:00+00:00,1st Phase - 11,442,Defensa Y Justicia,459,Arsenal Sarandi,0,1,Defensa Y Justicia,2,47,Arsenal Sarandi,26,21,26,24
2021,128,Liga Profesional Argentina,674138,2021-04-25T18:45:00+00:00,1st Phase - 11,436,Racing Club,448,Colon Santa Fe,2,1,Racing Club,15,32,Colon Santa Fe,7,39,-7,-8
2021,128,Liga Profesional Argentina,674140,2021-04-25T21:00:00+00:00,1st Phase - 11,435,River Plate,460,San Lorenzo,1,2,River Plate,1,54,San Lorenzo,21,27,27,20
